question	label
口腔上颚有个凸起肉粒有点痛	medical
那些食物可以减肥？	medical
感觉关节炎怎么办	medical
感冒咽喉有痰，咽喉痒咳嗽，鼻塞涕浓吃什么	medical
心脏神经官能症会右胸前痛吗	medical
脑瘫儿童能不能治好吗	medical
脑癌有治愈性的可能吗	medical
请问男宝宝7岁，包皮长，不开刀怎么医治？	medical
小便刺痛带血怎么办？	medical
美尼尔综合症能不能输液	medical
呼吸道常见的过敏原都有什么呢？	medical
大姨妈推迟3天，验孕试纸显示不怀孕	medical
肝硬化能活多久	medical
孕妇粘液丝高是怎么回事	medical
笑纹和法令纹的区别	medical
有前列腺炎可以生孩子吗？	medical
肚子左腹部有个青筋本人比较胖没有别的症状	medical
下鄂与脖子交界处里面有肿块	medical
豌豆的功效是什么？	medical
冷冻溶脂术能瘦大腿吗	medical
金钱莲可以治肝硬化吗	medical
坚持喝灵芝水能治疗黄褐斑吗	medical
癫痫病病因癫痫病病因有哪些	medical
出现癫痫症状怎么回事？	medical
强直性脊柱炎会造成耻骨疼吗	medical
kn90能防肺炎吗？	medical
怎样杀死手足口病病毒	medical
白带里面带血丝（鲜红色）	medical
牙齿整形要注意什么问题	medical
先冷后热是发烧了吗？	medical
小时候没有先天性心脏病长大能查出来吗	medical
红核妇洁洗液孕早期能用吗	medical
左脚筋膜炎能自愈吗	medical
颈椎病会引起耳朵响疼吗	medical
颈椎病左手麻半年了怎么办	medical
骨肿瘤介入手术吗	medical
脊髓型颈椎病下肢发抖吗	medical
骨折形成血栓能痊愈吗	medical
腰椎椎管狭窄好治吗	medical
怀疑宫颈高级病变病理	medical
脑出血的病人吃什么水果好	medical
8岁儿童发烧流鼻血le	medical
大面积筋膜炎可以锻炼治愈吗	medical
腰椎管狭窄睡觉可以腰下垫东西吗	medical
髋臼骨折以后会经常关节炎吗	medical
引起癫痫疾病的原因有哪些呢	medical
拔除智齿后吃些什么好和不能吃什么？	medical
为什么有的早产会脑瘫	medical
艾叶贴可以治疗手臂骨膜炎吗	medical
筋膜炎能治好吗足跟疼怎么按摩	medical
肌筋膜炎可以扎针灸吗	medical
臀部筋膜炎可以艾灸吗	medical
针灸可治疗骨膜炎吗	medical
韧带损伤膝盖积水针灸可以吗	medical
肩筋膜炎可以刮痧吗	medical
髌骨骨折手术后可以按摩腿吗	medical
骨膜炎用活络油按摩有用吗	medical
跖筋膜炎硬结小针刀能治愈吗	medical
颈部筋膜炎可以埋线治疗吗	medical
骨膜炎能做小针刀吗	medical
骨膜炎可以用泥灸吗	medical
腰背筋膜炎可以拔罐吗	medical
艾灸对足底筋膜炎有作用吗	medical
臭氧水腰部穴位治疗腰椎筋膜炎吗	medical
足底按摩垫能缓解足底筋膜炎吗	medical
请问乙肝小三阳能服用牡蛎杞草吗	medical
可以用筋膜枪按摩筋膜炎吗	medical
包皮过长包茎以及手术问题	medical
全飞秒远视散光手术有后遗症吗	medical
心肌桥会脑供血不足吗	medical
子宫有肌瘤会有炎症吗	medical
尿道炎一定要输液么	medical
孕妇有肾炎吃什么水果好	medical
怎么预防糖尿病肾病发展	medical
感冒了，一直拉稀怎么办	medical
脑中风出虚汗呼吸困难怎么办	medical
两个胳膊上起一片一片的小疙瘩	medical
得精神分裂八年了，伴有尴尬和恐惧	medical
呼吸衰竭怎么治疗?	medical
五岁宝宝总说他手麻，时间一个月	medical
髌骨骨折是断了吗	medical
减肥瘦脸的方法要怎么办呢	medical
孩子精力旺盛是多动症吗	medical
耳朵耳朵耳朵耳朵丫耳朵	medical
轻微脑瘫什么症状有哪些	medical
猴耳环消炎药治拉肚子吗	medical
干细胞能治脑瘫吗	medical
什么情况下打疫苗会脑瘫	medical
骨膜炎按摩好吗	medical
偶尔气短，心慌，发抖，浑身疼	medical
什么是湿疹症状啊	medical
哮喘要犯的症状	medical
视网膜脱落如何治疗快	medical
肝脏实质性回声增强，脂肪肝。	medical
室间隔缺损孩子难受吗	medical
一个睾丸肿大怎么消肿	medical
做什么检查知道脑瘫	medical
髌骨折好后原来折的地方易折吗	medical
眼角下长的斑叫什么斑？	medical
右脚崴了肿的很大怎么办	medical
骨关节炎按照关节受累部位分类可分为什么	medical
反流性咽喉炎能不能吃多酶片	medical
怀孕有宫颈糜烂应该怎么办？	medical
肥胖症会引起什么疾病	medical
肺部纹理紊乱是什么意思	medical
慢性附件炎如何医疗	medical
超导可视无痛人流需要扩张宫颈吗	medical
关于梅毒那个无痛性圆形结节	medical
如何饮用新茶？	medical
脸上有很多皱纹有什么办法有效的去除皱纹	medical
胃炎能吃红薯叶吗	medical
核桃有什么功能和作用？	medical
人越来越瘦是什么病？	medical
高血压性脑出血怎么治疗好？	medical
怎么瘦大腿有小窍门没`	medical
手足口病很痛怎么办	medical
已查出患肝硬化大便带鲜血二者有关系吗	medical
室间隔缺损适合顺产吗	medical
主动脉瓣关闭不全需要治疗吗	medical
心包积液能检查出癌细胞吗	medical
扩张型心肌病能做点休力活吗	medical
牙根尖脓肿会导致心包积液吗	medical
小儿高血压容易与哪些疾病混淆	medical
二尖瓣狭窄并发心房颤动怀孕了怎么办	medical
心脏彩超正常排除心内膜炎吗	medical
鼻骨骨折复位三个月可以打球吗	medical
是什么造成了肠坏死	medical
大姨妈时期尿尿有血但是就一次后面的时间就	medical
鼻咽癌治疗两年后原发部位复发	medical
难入眠，易醒，容易噩梦	medical
前列腺炎的检查多少钱	medical
髋关节骨膜炎需要手术吗	medical
高血脂的能献血吗	medical
三七粉高血压能吃吗	medical
青光眼能不能看好，怎样治愈？	medical
氨甲环酸外用祛黄褐斑安全吗	medical
喉咙发炎，有泡，咳嗽，有鼻涕	medical
生了孩子之后现在每月都来像月经一样的东西	medical
你好，孩子打完破伤风针后发烧是什么原因	medical
孕期糖尿病能吃红薯吗	medical
心包炎会引起腿肿吗	medical
请求医生您的帮助，谢谢您在百忙之中抽空回	medical
颈复康颗粒治疗颈椎病吗	medical
颈椎病有什么办法缓解吗	medical
脑出血病人如何转院	medical
发烧肚子疼38度怎么回事	medical
脑瘫能治愈会自理吗	medical
手足口病高烧几天	medical
肾虚和肾亏有什么不同？	medical
慢性鼻窦炎患者怀孕感冒怎么办	medical
感冒病毒存活时间大概是多久，一般什么时候	medical
咳嗽半个月打点滴了怎么还是咳嗽	medical
感冒流黄鼻涕，近20天，一直不好	medical
脚底板有一角硬币大小的蜂窝状，怎么回事？	medical
右肺上叶后段0.7cm磨玻璃结节	medical
感觉自己有点口吃怎么办	medical
口吃怎么重塑自己的语言	medical
3周岁宝宝有口吃怎么办	medical
4岁小孩口吃是怎么回事	medical
5周宝宝有点口吃怎么办	medical
三岁孩子最近口吃怎么办	medical
13岁孩子怎么改掉口吃	medical
一岁多宝宝底口吃怎么办	medical
一紧张就有点口吃怎么办	medical
这样是不是不会传染疾病？	medical
新生儿病理性黄疸几天会出现？	medical
激光去痘印效果	medical
颈椎病压迫的肩膀疼怎么办	medical
鼻咽癌常见的早期症状有哪些？	medical
偶尔有尿意但是尿不出来	medical
吃什么可以清脂减肥？	medical
非淋治愈后不接触不洁性生活还会复发吗	medical
左心肌缺血能活多久	medical
鼻咽癌患者近期鼻子经常出血怎么办	medical
眉毛距离眼睛太远正常吗？	medical
婴儿心室间隔缺损影响发育吗	medical
高血压分原发性和继发性吗	medical
下肝火喝菊花茶有用吗？	medical
手足口病红点几天消退	medical
宝宝胳膊上一块白色的	medical
宝宝足尖着地是脑瘫表现吗	medical
发烧闹肚子怎么回事	medical
脑瘫什么样的表现	medical
慢性咽炎怎么运动	medical
沙眼衣原体阴性会是肺部真菌感染吗	medical
类风湿关节炎能到骨科治疗吗？	medical
激光去妊娠纹有效吗	medical
针灸能不能治疗癫痫病	medical
水痘手足口病挂什么科室	medical
夫妻生活对帕金森病有影响吗	medical
盆腔积液，双侧附件炎性改变什么意思	medical
脑损伤智商低如何恢复	medical
前段时间手掌突然多了一个黑痣	medical
甲状腺炎会有什么症状	medical
甲亢患者饮食有什么需要注意的？	medical
腰部筋膜炎可以拔火罐吗	medical
鼻咽癌好食牛肉吗	medical
鼻咽癌治疗结束后要不要吃化疗药	medical
引起输卵管堵塞到原因会是什么	medical
急性咽喉炎会有咽部异物感吗	medical
为何癫痫患者要多吃豆类食物？	medical
女性更年期高血压怎么办？	medical
做完体育运动后，出汗非常厉害	medical
怀孕四个月了出水痘有什么危害吗？	medical
小孩肺里有痰怎么清除？	medical
唇腭裂口腔正畸动手术吗	medical
高血压吃药降多少	medical
近视眼远视加散光用激光能打好吗	medical
乙肝检查结果不知道有没有问题和抗体	medical
肾功能五项检查什么	medical
高原反应后发烧怎么办	medical
蛛网膜下腔出血做造影就可以了吗	medical
12周岁男孩变声还长吗？	medical
血糖不稳定是什么原因引起的	medical
腿经常发麻，是什么原因？	medical
最近痔疮反复发作怎么办	medical
请问这是周状头吗。如何睡呢	medical
孕妇肚子有湿疹感觉好痒怎么办	medical
孩子提的猫背，说它抓我手，我感觉伤不到孩	medical
腰背筋膜炎按摩会有副作用吗	medical
右脚第五跖骨骨裂五个月都没有好	medical
小孩脑瘫什么表现症状	medical
长期没性生活性加重前列腺钙化吗	medical
青少年手淫会影响长高吗	medical
蒜类可抑制霉菌性阴道炎吗？	medical
咽喉炎能喝甜的吗	medical
有一个脑瘫室友怎么解决	medical
颈椎病会导致吐痰有血吗	medical
不知道是不是撤退性出血还是经期提前	medical
鼻中隔重度偏曲与头晕有关系吗	medical
鼻炎会影响睡眠吗	medical
抽筋能引起骨膜炎吗	medical
咽喉炎咳嗽打金针好吗	medical
胃食道反流性咽喉炎怎么检查	medical
动脉导管未闭3mm会有什么症状	medical
糖尿病引起下肢腐烂怎么治疗好	medical
乳腺结节三级，乳腺增生，很害怕。	medical
鼻咽癌放化疗后多久能要小孩	medical
有高血压类风湿病人可以吃什么药	medical
左腋窝下方肋骨疼痛是什么原因	medical
桥本甲减一定会遗传吗	medical
肌张力低下脑瘫怎么办	medical
防治颈椎病需要注意哪些事	medical
脑蛋白水解物治疗轻微脑瘫吗	medical
脸上的黄褐斑能用牙膏涂抹吗	medical
宝宝肺热吃什么好？	medical
如何书写脑出血ct报告	medical
阴虚火旺，精液量少，可以吃生精片吗	medical
乙肝核心抗体的检查结果有问题吗？	medical
根管治疗棉捻怎么避免带出来	medical
怎样淡化鱼尾纹	medical
如何去青春痘印	medical
玻尿酸除皱有年龄限制吗	medical
敏感性皮肤用什么美白	medical
脸上痘印可以通过生姜搽脸祛痘印吗	medical
蜂胶能祛痘吗	medical
男人多大年龄长皱纹	medical
怎样去鼻子黑头	medical
脸上痘印很多可以使用祛疤膏去除痘印吗	medical
眼部如何去除皱纹	medical
酒精肝能过性生活吗	medical
多动症能静下来玩乐高吗	medical
高热惊厥发烧在24小时内吗？	medical
脑癌会导致失明吗	medical
尖锐湿疣用咪喹莫特乳膏怎么感觉越来越大了	medical
肚眼扎针有什么用。扎了好多次了	medical
遗精如何治？	medical
大姨妈推迟30多天了	medical
为什么做爱以后睾丸会舒服些？	medical
手骨折接上打了石膏动一下有事吗	medical
小孩额头上长痘痘应该怎么办	medical
伤寒感冒和伤热感冒怎么区分	medical
月经期间能不能喝大红花	medical
肾炎什么症状要做肾穿刺	medical
孩子手足口病挂什么科室	medical
宝宝手足口病会流鼻涕么	medical
手足口病怎么样治	medical
手足口病可以吃雪糕么	medical
怎么确认是不是手足口病	medical
手足口病的疱疹几天会消失	medical
1岁小孩得手足口病怎么办	medical
手足口病怎么样才好得快	medical
手足口病的病菌多久会死	medical
手足口病的症状与禁忌	medical
手足口病的通过什么传播	medical
手足口病痒不痒怎么办	medical
手足口病是否会传染给孕妇	medical
手足口病口腔怎么喷	medical
手足口病一般多久出现	medical
鼻咽癌晚期下肢水肿吃什么药	medical
有高血脂的人可以吃鸡蛋吗	medical
问为什么孩子会得脑瘫	medical
男内分泌失调食物怎么治疗	medical
剖腹产后坐月子吃什么食物好	medical
20岁得了风湿性关节炎怎么办	medical
没胃口，吃完东西想吐	medical
长期戴耳机听音乐对耳聋有影响吗	medical
黄斑病变需要做白内障手术能做吗	medical
肝炎治愈了，有结节需要做什么检查	medical
桥本氏甲亢手术如何做	medical
脑肿瘤会引起手指痛吗	medical
白内障手术后多长时间能恢复呢？	medical
脑癌照ct能照出来吗	medical
氢醌乳膏去除黄褐斑会反弹吗	medical
舌头溃疡会引起发烧吗	medical
孕妇甲减如何调理	medical
胸口的软肋骨膜炎能推拿吗	medical
尖锐湿疣肛内涂抹什么药膏比较好	medical
颈椎病引起的心慌严重吗	medical
因为消炎吃了头孢，要打新冠疫苗	medical
肺肿瘤会引起心跳加速吗	medical
甲状旁腺癌怎么确诊	medical
糖尿病并脾囊肿怎么办	medical
治一型糖尿病中医怎么治疗	medical
甲亢突眼容易斜视吗	medical
舌头上有白色的东西臭臭的	medical
